index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Sanctuary	100	1		1		81	76	6bs	Shillelah			5	5000	bwht	whit		uni129				cast2		55	65	mana		220	220	ac		350	550	red-dmg%		20	25	sor		4	4	mana%		25	25	aura	119	5	15																					0
Wands																																																																					0
Bitter Sorrow	100	1		2		12	9	wnd	wand			5	5000	lpur	lpur		uni130				dmg-min		2	7	dmg-max		12	20	skill-rand	3	66	75	skill-rand	3	66	75	sock		2	2	extra-mag		3	5																									0
Ire of Astaroth	100	1		2		22	19	ywn	yew wand			5	5000				uni131				skill-rand	1	66	80	skill-rand	2	66	80	skill-rand	2	66	80	skill-rand	3	66	80	nec		1	1	mana		40	40	cast2		25	25																					0
Child's Laughter	100	1		2		29	26	bwn	bone wand			5	5000				uni132				skill	72	3	5	skill	77	3	5	skill	81	3	5	gethit-skill	48	7	13	mag%		30	40	poisonskill		1	2	extra-pois		5	10																					0
Scream of Despair	100	1		2		35	32	gwn	grim wand			5	5000				uni133				nec		2	2	skill-rand	3	66	95	skill-rand	5	66	95	gethit-skill	77	25	8	mana		20	20	hp		50	50	str		20	20																					0
Apocalypse Fire	100	1		2		42	39	9wn	burnt wand			5	5000	dred	dred		uni134				oskill	62	10	15	oskill	51	10	15	oskill	225	10	15	oskill	244	10	15	res-all		65	65	cast2		25	25	fireskill		1	2																					0
Huclavee's Flinch	100	1		2		46	42	9yw	petrified wand			5	5000				uni135				dmg-norm		40	80	dmg%		175	200	swing3		35	35	knock		3	3	slow		25	25	oskill	zeal	8	8	lifesteal		8	8																					0
Wand of Fireballs	100	1		2		47	45	9bw	tomb wand			5	5000	oran	oran		uni136				gethit-skill	47	25	15	all-stats		20	20	skill-rand	3	66	95	skill-rand	3	66	95	allskills		1	1	cast2		25	25	fire-thorns		125	155																					0
Gravedancer's Union	100	1		2		51	49	9gw	grave wand			5	5000	dgry	dgry		uni137				skill-rand	1	66	95	skill-rand	2	66	95	skill-rand	3	66	95	skill	69	2	5	mana		100	100	res-cold		25	40	res-pois		50	50	heal-kill		10	15																	0
Darkmantle	100	1		1		56	50	7wn	Polished Wand			5	5000	blac	blac		uni138				nec		1	3	extra-mag	 	25	35	mana		50	50	skill-rand	7	66	95	rip		1	1	cast3		40	40	regen		35	35	ac/lvl	24																			0
Spectral Image	100	1		1		66	61	7yw	Ghost Wand			5	5000	lpur	lpur		uni139				allskills		1	3	res-all		15	25	abs-cold%		10	15	abs-ltng%		10	15	abs-fire%		10	15	cast3		30	40	extra-mag		10	15																					0
Bows																																																																					0
Violetwing	100	1		2		8	7	sbw	short bow			5	5000	dpur	dpur		uni140				dmg-norm		4	8	swing1		15	15	skill	6	3	3	move2		20	20																																	0
Carrion Wing	100	1		2		12	10	hbw	hunter's bow			5	5000	dgry	dgry		uni141				dmg%		100	150	dmg-max		6	10	dmg-undead		200	200	extra-fire		20	20	sock		1	2																													0
Gale Song	100	1		2		18	15	lbw	long bow			5	5000				uni142				dmg%		100	150	dmg-norm		5	12	ama		1	1	howl		144	144	dex		20	20	ease		-25	-25																									0
Warpwind	100	1		2		22	18	cbw	composite bow			5	5000				uni143				dmg%		125	175	dmg-norm		3	15	swing2		25	25	knock		1	1	skill	12	6	6	mana		35	35																									0
Willowsting	100	1		2		25	22	sbb	short battle bow			5	5000				uni144				dmg%		125	175	gethit-skill	67	12	7	ease		-25	-25	balance2		20	20	gold%		50	100	lifesteal		6	6																									0
Beeswarm	100	1		2		29	26	lbb	long battle bow			5	5000				uni145				dmg%		140	190	dmg-norm		10	20	oskill	multiple shot	6	6	swing2		25	25	allskills		1	1																													0
Ranger's Sting	100	1		2		33	29	swb	short war bow			5	5000				uni146				dmg-min		5	15	dmg-max		30	45	bar		2	2	swing2		20	20	oskill	strafe	6	6	dex		35	35	manasteal		6	6																					0
Finalflight	100	1		2		36	31	lwb	long war bow			5	4000				uni147				dmg-min		10	20	dmg-max		40	60	dmg%		100	125	rip		1	1	addxp		5	5	gethit-skill	54	10	1	ac		100	100																					0
Dead to the World	100	1		2		39	35	8sb	edge bow			5	5000	blac	blac		uni148				dmg%		175	225	swing2		25	25	regen		5	5	oskill	guided arrow	4	4	charged	95	8	35	pierce		25	25	lifesteal		6	6																					0
Iceweaver	100	1		2		42	37	8hb	razor bow			5	5000	whit	whit		uni149				dmg%		185	235	oskill	ice arrow	5	5	charged	60	3	10	gethit-skill	44	8	4	dmg-cold	300	40	80	extra-cold		15	15	dmg-norm		20	40																					0
Bow of the Dead	100	1		2		44	40	8lb	cedar bow			5	5000	dgry	dgry		uni150				dmg%		190	240	reanimate	649	10	10	res-cold		35	35	dmg-undead		150	150	manasteal		5	7	dex%		10	10	allskills		1	1																					0
Ranger's Path	100	1		2		46	42	8cb	double bow			5	5000	dgrn	dgrn		uni151				dmg%		195	250	allskills		2	2	swing2		25	25	dmg-max		30	40	oskill	247	5	10	deadly/lvl	12			mag%		40	70																					0
Pride's Paradox	100	1		2		49	45	8s8	short siege bow			5	5000	dblu	dblu		uni152				dmg%		200	255	knock		2	2	cast3		40	40	hit-skill	55	7	14	pierce		30	30	sock		2	3	pierce-cold		20	30																					0
Crimson Crusade	100	1		2		52	48	8l8	long siege bow			5	5000	dred	dred		uni153				dmg%		210	265	swing2		20	20	hp		45	45	mana		65	65	bloody		1	1	noheal		1	1	openwounds		100	100	dmg-norm		20	40																	0
Remorhaz	100	1		2		55	50	8sw	rune bow			5	5000	lpur			uni154				dmg%		225	275	swing3		40	40	ama		1	1	res-fire		75	75	pierce-fire		30	30	oskill	immolation arrow	3	3	charged	17	100	10	move3		30	30																	0
Harper's Call	100	1		2		57	53	8lw	gothic bow			5	5000	oran	oran		uni155				dmg%		225	275	dmg/lvl	8			allskills		1	1	all-stats		15	15	ease		-20	-20	regen		12	15	manasteal		8	8																					0
Black Widow	100	1		1		56	51	6sb	Spider Bow			5	5000	blac	blac		uni156				dmg%		175	225	swing		20	20	dmg-pois	150	900	900	slow		25	25	fade		1	1	move3		50	50	dex/lvl	4																							0
Razor Strike	100	1		1		58	55	6hb	Blade Bow			5	5000	dpur	dpur		uni157				dmg%		200	250	bloody		1	1	noheal		1	1	crush		20	30	dex		25	25	sock		2	2	aura	fanaticism	1	1																					0
Death Shade	100	1		1		62	60	6lb	Shadow Bow			5	5000	blac	blac		uni158				dmg%		220	270	swing2		25	25	oskill	revive	5	5	oskill	skeleton mastery	5	12	res-all		35	35	knock		2	2																									0
Phantom Pegasus	100	1		1		66	64	6cb	Great Bow			5	5000	oran	oran		uni159				dmg%		200	300	move3		25	25	vit		35	35	cast2		25	25	allskills		2	2	addxp		12	12	hp%		15	25																					0
Celestial Strike	100	1		1		72	67	6s7	Diamond Bow			5	5000	cred	cred		uni160				dmg%		100	150	dmg-cold	400	75	100	dmg-fire		250	400	dmg-ltng		1	500	manasteal		8	10	lifesteal		6	12	all-stats		20	30	kill-skill	inner sight	100	15	dmg-norm		20	40													0
Crossbows																																																																					0
Nail Flinger	100	1		2		16	12	lxb	light crossbow			5	5000				uni161				dmg%		100	150	dmg-max		7	12	pierce		100	100	red-dmg		4	6	red-mag		2	5																													0
Janglebright	100	1		2		22	18	mxb	crossbow			5	5000				uni162				dmg%		125	175	light		3	5	res-all		25	25	balance2		15	15	swing1		10	10	sock		1	1																									0
Spikethrower	100	1		2		27	24	hxb	heavy crossbow			5	5000				uni163				dmg%		150	200	dmg-norm		10	20	crush		25	25	deadly		25	25	noheal		1	1	ama		1	1																									0
King's Nail	100	1		2		36	30	rxb	repeating crossbow			5	5000	cblu			uni164				allskills		1	1	oskill	guided arrow	3	5	swing2		30	30	lifesteal		5	5	manasteal		3	3	gold%		50	50	hit-skill	87	15	3	dmg-min		10	20	dmg-max		30	50	dmg%		100	125									0
Garlana Firebolt	100	1		2		44	38	8lx	arbalest			5	5000	dred	dred		uni165				dmg%		180	240	swing2		25	25	ama		1	1	oskill	exploding arrow	6	6	res-cold		25	40	dmg-norm		15	30	fireskill		2	2																					0
Raven Myst	100	1		2		48	43	8mx	siege crossbow			5	5000	whit	whit		uni166				dmg%		150	150	dmg/lvl	13			swing3		30	30	oskill	raven	5	5	aura	120	3	6	sock		2	2	knock		1	1																					0
Senmet's Boltcaster	100	1		2		52	47	8hx	ballista			5	5000	dpur	dpur		uni167				dmg%		200	250	swing2		25	25	heal-kill		15	15	addxp		5	5	charged	149	10	10	balance2		20	20	magicarrow		1	1																					0
Widow's Refrain	100	1		2		59	54	8rx	chu-ko-nu			5	5000	dgry	dgry		uni168				dmg%		215	270	swing2		20	20	dmg-norm		25	50	charged	quickness	17	12	charged	fade	22	8	dmg-to-mana		12	12	rip		1	1																					0
Javelins																																																																					0
Leafrazor	100	1		2		9	6	jav	javelin			5	5000				uni169				dmg%		100	150	rep-quant	20			stack		75	75	dmg-norm		2	4	deadly		35	35	pierce		40	40	skill	9	1	2																					0
Skyglow	100	1		2		17	15	pil	pilum			5	5000				uni170				dmg%		100	165	rep-quant	20			stack		75	75	dmg-fire		8	12	ama		1	1	block2		20	20	heal-kill		5	5																					0
Pridebreaker	100	1		5		22	17	ssp	Short Spear			5	5000				uni171				dmg%		60	100	rep-quant	35			dmg-throw		5	10	dmg-demon		75	75	att		75	75	stack		30	30																									0
Mind Creche	100	1		5		27	24	glv	Glaive			5	5000				uni172				dmg%		90	120	mana		40	40	ease		-35	-35	cast1		15	15	oskill	poison javelin	1	2	deadly		25	40	stupidity		1	1																					0
Splinterfreeze	100	1		2		34	32	tsp	Throwing Spear			5	5000	cblu	cblu		uni173				dmg%		180	200	rep-quant	20			stack		125	125	hit-skill	44	100	6	aura	holy freeze	1	3	oskill	frozen orb	1	1	oskill	cold mastery	1	1	mana		75	75																	0
Severalkill	100	1		5		36	31	9ja	War Javelin			5	5000	dyel	dyel		uni174				dmg%		165	210	rep-quant	20			stack		25	25	res-cold		20	30	res-fire		20	30	heal-kill		12	12	crush		25	25																					0
Trump of Jericho	100	1		5		37	35	9pi	Great Pilum			5	5000	lyel	lyel		uni175				dmg%		150	200	rep-quant	30			mag%		35	50	ac/lvl	10			swing2		25	25	str		25	25	dex		25	25	stam		75	75																	0
Hatemonger	100	1		5		44	38	9s9	Simbilan			5	5000	whit	wnit		uni176				dmg%		140	225	ac-hth		200	300	regen		10	15	manasteal		7	7	lifesteal		7	7	dmg-throw		20	40	oskill	attract	5	5																					0
Warbreeder	100	1		5		47	41	9gl	Spiculum			5	5000	blac	blac		uni177				dmg%		175	235	rep-quant	35			res-all		40	50	hp		75	75	oskill	charged strike	6	6	pierce-ltng		35	35	slow		15	15	dmg-ltng		1	250																	0
Bowel Twister	100	1		5		52	45	9ts	Harpoon			5	5000				uni178				dmg%		180	240	rep-quant	35			stack		100	100	aura	118	9	15	res-ltng		65	65	abs-ltng%		35	35	noheal		1	1																					0
Arc of the Rainbow	100	1		1		61	55	7ja	Hyperion Javelin			5	5000				uni179				dmg%		180	250	ac-miss		200	300	dmg-fire		75	200	dmg-ltng		10	300	dmg-cold	200	100	140	swing3		40	40	addxp		5	10	gold%		200	200																	0
Summerstrike	100	1		1		65	61	7pi	Stygian Pilum			5	5000	cred	cred		uni180				dmg%		200	250	rep-quant	30			dmg-fire		300	500	abs-fire%		40	50	ethereal		1	1	stack		75	75																									0
Throwing Axes																																																																					0
Solstice Edge	100	1		5		8	6	tax	Throwing Axe			5	5000	oran	oran		uni181				dmg-throw		4	12	stack		60	60	rep-quant	45			dmg-fire		3	9	mag%		20	30	knock		1	1	fire-thorns		15	15																					0
Spleen Feaster	100	1		5		26	22	bal	Balanced Axe			5	5000	dgrn	dgrn		uni182				dmg-norm		10	20	stack		60	60	dmg-pois	150	122	122	noheal		1	1	dex		15	15	att%		30	30	deadly		20	40																					0
Brainraver	100	1		5		55	47	9b8	Hurlbat			5	5000	dpur	lpur		uni183				dmg%		165	225	rep-quant	30			stack		45	45	swing3		40	40	magicskill		2	3	stupidity		2	2	slow		50	50																					0
Throwing Knifes																																																																					0
Splinterbeam	100	1		5		5	4	tkf	Throwing Knife			5	5000	cgrn	cgrn		uni184				dmg%		65	100	rep-quant	25			swing2		25	25	manasteal		3	6	res-cold		25	35	res-ltng		25	35	reduce-ac		10	15																					0
Dead Scoffer	100	1		5		22	19	bkf	Balanced Knife			5	5000	blac	blac		uni185				dmg-throw		10	20	dmg%		75	110	stack		100	100	heal-kill		8	10	oskill	raise skeleton	3	5	dmg-undead		350	350																									0
Silt Runner	100	1		2		46	42	9tk	battle dart			5	5000	dgry	dgry		uni186				dmg%		200	250	rep-quant	20			stack		55	55	stupidity		2	2	lifesteal		8	8	move3		35	35	all-stats		20	20	hp		50	65																	0
Pain Harvester	100	1		5		47	45	9bk	War Dart			5	5000	lgry	lgry		uni187				dmg%		160	200	stack		75	75	att%		50	50	dex		20	20	str		20	20	bar		2	2	nofreeze		1	1																					0
Shard of the North Star	100	1		1		67	64	7bk	winged knife			5	5000	lgld	lgld		uni188				dmg%		200	300	rep-quant	35			res-all		25	40	lifesteal		5	10	dmg-elem	300	50	100	freeze		3	3	hit-skill	56	12	8																					0
Torso Armors																																																																					0
Ashenwrath	100	1		2		8	5	qui	quilted armor			5	5000	dgry	dgry		uni189				ac		20	30	mana		10	20	fireskill		1	1	res-fire		25	35	fire-thorns		8	14																													0
JuJu Flame	100	1		2		12	7	lea	leather armor			5	5000	cred	cred		uni190				ac		30	40	sor		1	1	kill-skill	67	15	7	pierce-mag	 	5	5																																	0
Stinkshroud	100	1		2		14	9	hla	hard leather			5	5000				uni191				ac		50	65	gethit-skill	72	5	9	ass		1	1	skill-rand	2	252	257	res-pois		25	35																													0
Gemini Coat	100	1		2		17	11	stu	studded leather			5	5000	lgrn	lgrn		uni192				ac%		80	100	ac		25	40	ama		1	1	att	 	50	80	res-pois-len		25	25	openwounds		15	15																									0
Steelflesh	100	1		2		18	13	rng	ring mail			5	5000	whit	whit		uni193				ac%		125	200	bar		1	1	dmg%		20	25	red-dmg%		4	8	move2	 	10	20	balance1		8	12																									0
Mandrake's Bloom	100	1		2		19	15	scl	scale mail			5	5000	lyel	lyel		uni194				ac%		125	170	pal		1	1	gethit-skill	68	5	8	block		10	15	dmg-fire		10	20	extra-mag		3	5																									0
Xanadu Dreams	100	1		2		20	17	chn	chain mail			5	5000	lpur	lpur		uni195				ac%		100	200	dru		1	1	cold-thorns		22	34	hit-skill	71	5	8	res-all		15	25	lifesteal		2	4																									0
Shattering Blow	100	1		2		22	19	brs	breast plate			5	5000				uni196				ac%		120	150	crush/lvl	4			deadly/lvl	4			dmg-norm		5	10	swing1		15	15	str%		5	10																									0
Russetfire	100	1		2		24	21	spl	splint mail			5	5000	lred	lred		uni197				ac		100	150	fire-thorns		24	36	res-fire		40	50	abs-fire%		5	10	aura	holy fire	3	5	sock		1	2																									0
Celestial Revelation	100	1		2		25	22	plt	plate mail			5	5000				uni198				extra-fire		4	8	extra-cold		4	8	extra-pois		4	8	extra-ltng		4	8	extra-mag		4	8	ac%		125	150	cast2		10	20																					0
Ion Storm	100	1		2		27	23	fld	field plate			5	5000	cgrn	cgrn		uni199				dmg-elem	200	12	78	ac		150	190	dmg-undead		50	100	sock		1	3	res-curs-len		25	25																													0
Golem's Gain	100	1		2		29	25	gth	gothic plate			5	5000				uni200				ac%		120	200	str		10	20	oskill	75	8	8	oskill	79	2	5	res-all		25	25	move2		15	25																									0
Halcyon Shroud	100	1		2		31	26	ful	full plate mail			5	5000				uni201				allskills		1	1	res-fire		25	40	res-cold		25	40	res-ltng		25	40	red-dmg		10	20	regen		8	12	ac%		100	200																					0
Killing Blow	100	1		2		33	27	aar	ancient armor			5	5000	oran	oran		uni202				ac%		150	200	dmg-max		25	25	noheal		1	1	bloody		1	1	deadly		33	33	oskill	attract	2	4	knock		1	1																					0
Madness of Chthulu	100	1		2		35	28	ltp	light plate			5	5000	lgrn	lgrn		uni203				ac		200	250	ease		25	25	all-stats		20	20	pierce-pois		15	20	ignore-ac		1	1	gethit-skill	poison nova	7	15																									0
Gillian's Brazier	100	1		2		36	32	xui	ghost armor			5	5000	oran	oran		uni204				ac%		90	125	allskills		1	2	dex		35	35	str		25	25	cast2		25	25																													0
Scavanger's Carapace	100	1		2		38	34	xea	serpentskin armor			5	5000				uni205				ac%		95	130	rep-dur	20			red-dmg%		10	20	res-cold		35	50	res-cold-max		10	10	ac/lvl	10			dmg-und/lvl	24																							0
The Defiler's Flesh	100	1		2		41	36	xla	demonhide armor			5	5000	cgrn	cgrn		uni206				ac%		100	150	heal-kill		5	8	mag%		40	40	balance2		25	25	lifesteal		4	6	hp		40	40	skill	83	1	3	skill	89	1	3																	0
Cold Comfort	100	1		2		46	38	xtu	trellised armor			5	5000	dblu	dblu		uni207				ac%		110	150	cold-thorns		20	30	gethit-skill	60	15	8	res-cold		50	50	pierce-cold		15	15	abs-cold%		10	10	extra-cold		5	10	nofreeze		1	1																	0
Adamantine Mail	100	1		2		47	41	xng	linked mail			5	5000	whit	whit		uni208				ac/lvl	48			ac		150	200	red-dmg%		25	35	sock		3	3	allskills		1	1																													0
Panic of Thousands	100	1		2		48	43	xcl	tigulated mail			5	5000	cblu	cblu		uni209				ac%		125	150	gethit-skill	77	33	3	oskill	enchant	4	4	res-fire		35	50	res-ltng		35	50	dex/lvl	4			dur		100	100																					0
Disparate Paths	100	1		2		49	45	xhn	mesh armor			5	5000				uni210				ac%		125	150	dru		1	1	skill-rand	3	221	250	skill-rand	3	221	250	skill-rand	3	221	250	swing1		10	10	res-all		20	30																					0
Mother's Milk	100	1		2		52	48	xrs	cuirass			5	5000	whit	whit		uni211				ac%		125	150	ama		1	1	swing2		25	25	skill-rand	5	6	35	ease		-25	-25	balance2		20	20	aura	113	1	6																					0
Scars of the Forefathers	100	1		2		56	50	xpl	russet armor			5	5000	dgrn	dgrn		uni212				ac%		125	150	ac/lvl	20			bar		1	1	red-dmg%		15	30	skill-rand	3	126	155	dmg%		40	60	block2		20	20	att-skill	82	3	12																	0
Succulent Sin	100	1		2		57	52	xlt	templar coat			5	5000				uni213				ac%		140	165	ass		1	1	skill-rand	4	251	280	skill-rand	3	251	280	oskill	zeal	1	1	deadly		15	15	vit/lvl	4																							0
Seaflame	100	1		2		59	55	xld	sharktooth armor			5	5000	oran	oran		uni214				ac%		150	175	res-all		50	60	red-mag		12	15	regen		10	12	regen-mana		50	50	mag%		60	60	dur		200	200																					0
Nightcrawler	100	1		2		63	60	xth	embossed plate			5	5000	blac	blac		uni215				ac		300	500	oskill	fade	2	4	rip		1	1	sock		4	4	ease		-35	-35																													0
Evening Sky	100	1		2		66	61	xul	chaos armor			5	5000	oran	oran		uni216				ac%		175	210	dmg-fire		75	150	res-fire		75	75	move3		30	30	cast2		20	20	mana		50	50	hp		50	50																					0
Iceskin	100	1		2		67	62	xar	ornate armor			5	5000	cblu	cblu		uni217				ac%		180	215	gethit-skill	60	7	8	gethit-skill	64	8	17	res-cold		100	100	extra-cold		15	20	allskills		1	1	block2		25	25																					0
Serendipity	100	1		2		69	63	xtp	mage plate			5	5000	lpur	lpur		uni218				ac%		185	225	ac/lvl	16			allskills		1	1	cast3		30	30	mana		75	75	mag%		30	30	light		1	3	addxp		5	5																	0
Crescent of Secrets	100	1		1		62	57	uea	Wyrmhide			5	5000				uni219				ac%		75	100	allskills		1	1	gold%		75	75	all-stats		50	50	mag%		50	50	sock		2	2																									0
Aprhodite's Girdle	100	1		1		67	60	ula	Scarab Husk			5	5000				uni220				ac		300	500	allskills		1	3	move3		30	30	enr		35	35	mana		75	75	cast2		20	20																									0
Feathering Mithril	100	1		1		72	69	ung	Diamond Mail			5	5000	whit	whit		uni221				ac%		100	200	ease		-75	-75	red-dmg%		15	20	move3		40	40	rep-dur	30			nofreeze		1	1	hp%		20	20																					0
Golden Lotus	100	1		1		75	70	ucl	Loricated Mail			5	5000	dgld	dgld		uni222				ac%		100	150	gold%		300	300	mag%/lvl	12			res-all-max		5	5	att%		20	25	allskills		1	1																									0
Tarrasque Hide	100	1		1		77	72	uhn	Boneweave			5	5000	blac	blac		uni223				ac%		200	300	ac		300	500	red-dmg%		25	35	red-mag		25	35	res-fire		50	75	res-ltng		50	75	res-cold		50	75	res-pois		50	75	res-mag		50	75													0
Gray God's Mantle	100	1		1		79	74	urs	Great Hauberk			5	5000	dgry	dgry		uni224				ac%		125	150	allskills		4	4	sock		3	3																																					0
Lunatic Fringe	100	1		1		82	77	ult	Hellforged Plate			5	5000	lgry	lgry		uni225				ac%		130	165	block		25	35	block2		25	25	howl		88	88	stupidity		3	3	hp%		15	15																									0
Pride of the Barony	100	1		1		85	79	uth	Lacquered Plate			5	5000	cblu	cblu		uni226				ac%		120	150	ac		200	300	swing2		25	25	dmg%		50	50	dmg-norm		15	30	balance2		30	30	addxp		25	25																					0
Legacy of the Eternals	100	1		1		88	85	utp	Archon Plate			5	5000	oran	oran		uni227				ac%		150	225	allskills		1	3	cast2		30	30	mana%		25	25	abs-cold%		25	35	abs-fire%		25	35	abs-ltng%		25	35	res-all-max		10	10	block		20	20													0
Helms																																																																					0
Trickster's Guise	100	1		2		7	5	cap	cap			5	5000				uni228				ac		15	25	enr		15	15	red-dmg%		4	6	gethit-skill	38	7	5	res-all		5	10																													0
Devourer of Dreams	100	1		2		16	13	skp	skull cap			5	5000				uni229				ac		15	25	cast1		15	15	oskill	warmth	1	3	regen		3	5	enr%		3	5																													0
Freedom's Facade	100	1		2		19	16	hlm	helm			5	5000				uni230				ac		18	30	swing1		10	10	move1		10	10	dex		20	20	regen		2	4	dmg-to-mana		10	10																									0
Equinox Visor	100	1		2		24	20	fhl	full helm			5	5000				uni231				ac		20	33	hp		35	35	res-ltng		20	25	skill	224	1	3	skill	237	1	3	mana-kill		3	5																									0
Hindsight	100	1		2		26	24	bhm	bone helm			5	5000				uni232				ac		25	35	cast1		15	15	balance2		20	20	mag%		10	20	aura	120	1	1	allskills		1	1	res-mag		5	8																					0
Morning's Tears	100	1		2		30	28	ghm	great helm			5	5000				uni233				ac		32	40	regen		5	5	hp%		10	10	mana%		10	10	allskills		1	1	gold%		50	50	res-pois-max		75	75	res-pois		40	60																	0
Crown of Thorns	100	1		2		33	30	crn	crown			5	5000				uni234				ac		37	50	gethit-skill	235	15	5	gethit-skill	40	10	3	mana		20	30	dex		5	10	res-fire		30	30	res-cold		30	30	red-dmg		8	10	aura	103	1	2													0
Treachery's Allure	100	1		2		26	23	msk	mask			5	5000	whit	whit		uni235				ac%		80	120	slow		15	15	manasteal		3	5	cheap		3	5	all-stats		10	10	sock		2	2																									0
Hushmaker	100	1		2		35	33	xap	war hat			5	5000	dyel	dyel		uni236				ac%		80	120	red-dmg		8	12	red-mag		6	8	balance2		20	20	slow		10	15	sock		1	2	lightningskill		1	1																					0
Neonate's Sallet	100	1		2		38	36	xkp	sallet			5	5000	cblu	cblu		uni237				ac%		80	120	sor		1	2	skill-rand	2	36	65	skill-rand	2	36	65	mana		75	75	cast2		20	20	red-mag%		15	15	dmg-to-mana		15	20	cold-thorns		15	15													0
Troubled Thoughts	100	1		2		44	41	xlm	casque			5	5000	dred	dred		uni238				ac%		80	120	nec		1	2	skill-rand	2	66	95	skill-rand	2	66	95	rep-dur	10			heal-kill		15	20	str		15	15																					0
Wraithwatch	100	1		2		46	43	xhl	basinet			5	5000	dgry	dgry		uni239				ac%		80	120	ass		1	2	skill-rand	2	251	280	skill-rand	2	251	280	move2		25	25	swing1		10	10	sock		2	2	ease		-30	-30																	0
Embracing Solitude	100	1		2		52	50	xhm	winged helm			5	5000	oran	oran		uni240				ac%		80	120	dru		1	2	skill-rand	2	221	250	skill-rand	2	221	250	swing1		15	15	lifesteal		6	6	cast1		15	15	res-all		15	25																	0
Reign of Deceit	100	1		2		56	54	xrn	grand crown			5	5000	dgrn	dgrn		uni241				ac%		80	120	bar		1	2	skill-rand	2	126	155	skill-rand	2	126	155	dmg%		20	25	dmg-norm		5	10	block2		20	20	hp		25	50																	0
Archnemesis	100	1		2		51	46	xsk	death mask			5	5000	lgld	lgld		uni242				ac%		80	120	ama		1	2	skill-rand	2	6	35	skill-rand	2	6	35	swing1		15	15	move1		15	15	dmg-cold	100	25	50	mag%		20	30																	0
Skull of Fistindantalas	100	1		2		54	48	xh9	grim helm			5	5000	dred	dred		uni243				ac%		80	120	pal		1	2	skill-rand	2	96	125	skill-rand	2	96	125	rip		1	1	cast1		15	15	mana		50	50	dex		15	15																	0
Slaver's Price	100	1		1		58	55	ukp	Hydraskull			5	5000	dgry	dgry		uni244				ac		80	120	regen		-15	-15	dmg%		50	50	dmg-max		15	15	swing2		20	20	rip		1	1																									0
Judas Kiss	100	1		1		72	66	uhl	Giant Conch			5	5000	cgrn	cgrn		uni246				ac		200	300	heal-kill		15	15	ignore-ac		1	1	res-pois-len		50	50	nofreeze		1	1	move2		20	30	res-all		15	25	dex%		10	15	poisonskill		2	2													0
Circlets																																																																					0
Muddled Thoughts	100	1		2		25	22	ci0	circlet			5	5000				uni247				ac%		100	120	cast2		20	30	enr		15	15	sor		1	1	res-all		15	25	hp		35	50	dmg-to-mana		10	15																					0
Charon's Token	100	1		5		22	18	ci0	Circlet			5	5000				uni248				ac		15	15	move1		15	15	block1		15	15	balance1		15	15	cast1		15	15	swing1		15	15	all-stats		15	15	res-all		15	15																	0
Threatspeaker	100	1		2		52	45	ci1	coronet			5	5000				uni249				ac		50	75	dmg-min		5	10	dmg-max		20	25	swing1		10	10	oskill	146	6	9	oskill	80	6	9	res-all		15	20																					0
Sorcerer's Cache	100	1		5		44	39	ci1	Coronet			5	5000				uni250				ac%		100	135	allskills		1	2	cast2		30	30	mana		50	50	extra-fire		5	10	extra-cold		5	10	extra-ltng		5	10	charged	91	77	5																	0
Mystic Angel	100	1		2		77	70	ci2	tiara			5	5000				uni251				ac%		100	140	oskill	valkyrie	5	7	mana%		20	20	res-ltng		20	35	res-fire		25	35	red-dmg%		10	15	swing2	 	25	25	fire-thorns		350	550																	0
Royal Circlet	100	1		2		86	83	ci3	diadam			5	5000				uni252				ac%		130	175	pierce-ltng		20	20	allskills		2	3	gold%		250	300	str		25	25	dex		15	15	gethit-skill	53	12	27	light-thorns		245	380																	0
Shields																																																																					0
Traitor's Mark	100	1		2		8	5	buc	buckler			5	5000	blac	blac		uni253				ac		15	30	block		10	20	block2		15	15	lifesteal		3	4	swing1		10	10	dmg%		25	25																									0
Skein of Deceit	100	1		2		14	11	sml	small shield			5	5000	cred	cred		uni254				ac		25	35	block		15	20	block2		20	20	skill	36	1	3	skill	38	1	3	skill	39	1	3	mana		25	25																					0
Lepertouch	100	1		2		18	16	lrg	large shield			5	5000	cgrn	cgrn		uni255				ac%		100	125	block		15	25	block2		20	20	res-pois-len		50	50	res-pois		75	75	dmg-pois	100	100	100	oskill	poison dagger	3	5	poisonskill		1	1																	0
Cacophony	100	1		2		27	24	bsh	bone shield			5	5000	dyel	dyel		uni256				ac%		100	125	block		20	25	block2		20	20	gethit-skill	77	20	2	howl		35	35	res-all		10	15	sock		1	2																					0
Debtfinisher	100	1		2		22	18	spk	spiked shield			5	5000	lpur	lpur		uni257				ac%		110	135	block		20	30	block2		25	25	oskill	zeal	1	5	pal		1	1	skill	96	1	3	skill	104	1	3	ac		30	40																	0
